timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1784135813545,78,API - GET Courses,200,OK,Load - 10 users 1-3,text,true,,6743,366,7,7,http://localhost:5050/api/v1/courses?page=1&limit=20,78,0,0
1784135813744,3,Web - GET JS bundle,200,OK,Load - 10 users 1-2,text,true,,578126,141,7,7,http://localhost:4173/assets/index-4REPhchB.js,2,0,0
1784135813770,2,Web - GET index.html,200,OK,Load - 10 users 1-5,text,true,,791,117,7,7,http://localhost:4173/,2,0,0
1784135813741,83,API - GET Courses,200,OK,Load - 10 users 1-8,text,true,,6743,366,7,7,http://localhost:5050/api/v1/courses?page=1&limit=20,83,0,1
1784135813896,3,Web - GET CSS bundle,200,OK,Load - 10 users 1-4,text,true,,5891,142,7,7,http://localhost:4173/assets/index-DgVZD9jl.css,3,0,0
1784135813925,4,Web - GET JS bundle,200,OK,Load - 10 users 1-7,text,true,,578126,141,7,7,http://localhost:4173/assets/index-4REPhchB.js,2,0,0
1784135814125,3,Web - GET index.html,200,OK,Load - 10 users 1-3,text,true,,791,117,7,7,http://localhost:4173/,3,0,0
1784135814064,73,API - GET Courses,200,OK,Load - 10 users 1-6,text,true,,6743,366,7,7,http://localhost:5050/api/v1/courses?page=1&limit=20,73,0,0
1784135814253,3,Web - GET CSS bundle,200,OK,Load - 10 users 1-2,text,true,,5891,142,7,7,http://localhost:4173/assets/index-DgVZD9jl.css,3,0,0
1784135814277,4,Web - GET JS bundle,200,OK,Load - 10 users 1-5,text,true,,578126,141,7,7,http://localhost:4173/assets/index-4REPhchB.js,3,0,0
1784135814331,3,Web - GET index.html,200,OK,Load - 10 users 1-8,text,true,,791,117,7,7,http://localhost:4173/,3,0,1
1784135814433,2,Web - GET CSS bundle,200,OK,Load - 10 users 1-7,text,true,,5891,142,7,7,http://localhost:4173/assets/index-DgVZD9jl.css,2,0,0
1784135814405,77,API - GET Courses,200,OK,Load - 10 users 1-4,text,true,,6743,366,7,7,http://localhost:5050/api/v1/courses?page=1&limit=20,77,0,0
1784135814634,4,Web - GET JS bundle,200,OK,Load - 10 users 1-3,text,true,,578126,141,7,7,http://localhost:4173/assets/index-4REPhchB.js,3,0,0
1784135814639,2,Web - GET index.html,200,OK,Load - 10 users 1-6,text,true,,791,117,7,7,http://localhost:4173/,2,0,0
1784135814785,3,Web - GET CSS bundle,200,OK,Load - 10 users 1-5,text,true,,5891,142,7,7,http://localhost:4173/assets/index-DgVZD9jl.css,3,0,0
1784135814762,80,API - GET Courses,200,OK,Load - 10 users 1-2,text,true,,6743,366,7,7,http://localhost:5050/api/v1/courses?page=1&limit=20,80,0,0
1784135814840,4,Web - GET JS bundle,200,OK,Load - 10 users 1-8,text,true,,578126,141,7,7,http://localhost:4173/assets/index-4REPhchB.js,2,0,0
1784135814988,2,Web - GET index.html,200,OK,Load - 10 users 1-4,text,true,,791,117,7,7,http://localhost:4173/,2,0,0
1784135814941,74,API - GET Courses,200,OK,Load - 10 users 1-7,text,true,,6743,366,7,7,http://localhost:5050/api/v1/courses?page=1&limit=20,73,0,0
1784135815144,3,Web - GET CSS bundle,200,OK,Load - 10 users 1-3,text,true,,5891,142,7,7,http://localhost:4173/assets/index-DgVZD9jl.css,3,0,0
1784135815146,4,Web - GET JS bundle,200,OK,Load - 10 users 1-6,text,true,,578126,141,7,7,http://localhost:4173/assets/index-4REPhchB.js,2,0,0
1784135815349,2,Web - GET CSS bundle,200,OK,Load - 10 users 1-8,text,true,,5891,142,7,7,http://localhost:4173/assets/index-DgVZD9jl.css,2,0,0
1784135815348,3,Web - GET index.html,200,OK,Load - 10 users 1-2,text,true,,791,117,7,7,http://localhost:4173/,3,0,0
1784135815294,74,API - GET Courses,200,OK,Load - 10 users 1-5,text,true,,6743,366,7,7,http://localhost:5050/api/v1/courses?page=1&limit=20,74,0,0
1784135815496,4,Web - GET JS bundle,200,OK,Load - 10 users 1-4,text,true,,578126,141,7,7,http://localhost:4173/assets/index-4REPhchB.js,3,0,0
1784135815520,2,Web - GET index.html,200,OK,Load - 10 users 1-7,text,true,,791,117,7,7,http://localhost:4173/,2,0,0
1784135815653,3,Web - GET CSS bundle,200,OK,Load - 10 users 1-6,text,true,,5891,142,7,7,http://localhost:4173/assets/index-DgVZD9jl.css,3,0,0
1784135815653,78,API - GET Courses,200,OK,Load - 10 users 1-3,text,true,,6743,366,7,7,http://localhost:5050/api/v1/courses?page=1&limit=20,78,0,0
1784135815857,5,Web - GET JS bundle,200,OK,Load - 10 users 1-2,text,true,,578126,141,7,7,http://localhost:4173/assets/index-4REPhchB.js,3,0,0
1784135815873,2,Web - GET index.html,200,OK,Load - 10 users 1-5,text,true,,791,117,7,7,http://localhost:4173/,2,0,0
1784135815857,74,API - GET Courses,200,OK,Load - 10 users 1-8,text,true,,6743,366,7,7,http://localhost:5050/api/v1/courses?page=1&limit=20,74,0,0
1784135816002,2,Web - GET CSS bundle,200,OK,Load - 10 users 1-4,text,true,,5891,142,7,7,http://localhost:4173/assets/index-DgVZD9jl.css,2,0,0
1784135816028,3,Web - GET JS bundle,200,OK,Load - 10 users 1-7,text,true,,578126,141,7,7,http://localhost:4173/assets/index-4REPhchB.js,2,0,0
1784135816162,77,API - GET Courses,200,OK,Load - 10 users 1-6,text,true,,6743,366,8,8,http://localhost:5050/api/v1/courses?page=1&limit=20,77,0,0
1784135816237,3,Web - GET index.html,200,OK,Load - 10 users 1-3,text,true,,791,117,8,8,http://localhost:4173/,3,0,0
1784135816368,3,Web - GET CSS bundle,200,OK,Load - 10 users 1-2,text,true,,5891,142,8,8,http://localhost:4173/assets/index-DgVZD9jl.css,3,0,0
1784135816378,4,Web - GET JS bundle,200,OK,Load - 10 users 1-5,text,true,,578126,141,7,7,http://localhost:4173/assets/index-4REPhchB.js,2,0,0
1784135816437,2,Web - GET index.html,200,OK,Load - 10 users 1-8,text,true,,791,117,7,7,http://localhost:4173/,2,0,0
1784135816537,2,Web - GET CSS bundle,200,OK,Load - 10 users 1-7,text,true,,5891,142,7,7,http://localhost:4173/assets/index-DgVZD9jl.css,2,0,0
1784135816510,78,API - GET Courses,200,OK,Load - 10 users 1-4,text,true,,6743,366,7,7,http://localhost:5050/api/v1/courses?page=1&limit=20,78,0,0
1784135816745,2,Web - GET index.html,200,OK,Load - 10 users 1-6,text,true,,791,117,7,7,http://localhost:4173/,2,0,0
1784135816744,4,Web - GET JS bundle,200,OK,Load - 10 users 1-3,text,true,,578126,141,7,7,http://localhost:4173/assets/index-4REPhchB.js,3,0,0
1784135816744,73,API - GET Courses,200,OK,Load - 10 users 1-9,text,true,,6743,366,7,7,http://localhost:5050/api/v1/courses?page=1&limit=20,73,0,1
1784135816887,3,Web - GET CSS bundle,200,OK,Load - 10 users 1-5,text,true,,5891,142,7,7,http://localhost:4173/assets/index-DgVZD9jl.css,3,0,0
1784135816945,4,Web - GET JS bundle,200,OK,Load - 10 users 1-8,text,true,,578126,141,7,7,http://localhost:4173/assets/index-4REPhchB.js,3,0,0
1784135817094,2,Web - GET index.html,200,OK,Load - 10 users 1-4,text,true,,791,117,7,7,http://localhost:4173/,2,0,0
1784135817045,79,API - GET Courses,200,OK,Load - 10 users 1-7,text,true,,6743,366,7,7,http://localhost:5050/api/v1/courses?page=1&limit=20,79,0,0
1784135817253,2,Web - GET CSS bundle,200,OK,Load - 10 users 1-3,text,true,,5891,142,7,7,http://localhost:4173/assets/index-DgVZD9jl.css,2,0,0
1784135817252,5,Web - GET JS bundle,200,OK,Load - 10 users 1-6,text,true,,578126,141,7,7,http://localhost:4173/assets/index-4REPhchB.js,3,0,0
1784135817323,3,Web - GET index.html,200,OK,Load - 10 users 1-9,text,true,,791,117,7,7,http://localhost:4173/,3,0,1
1784135817450,2,Web - GET CSS bundle,200,OK,Load - 10 users 1-8,text,true,,5891,142,7,7,http://localhost:4173/assets/index-DgVZD9jl.css,2,0,0
1784135817396,80,API - GET Courses,200,OK,Load - 10 users 1-5,text,true,,6743,366,7,7,http://localhost:5050/api/v1/courses?page=1&limit=20,80,0,0
1784135817602,4,Web - GET JS bundle,200,OK,Load - 10 users 1-4,text,true,,578126,141,7,7,http://localhost:4173/assets/index-4REPhchB.js,3,0,0
1784135817629,3,Web - GET index.html,200,OK,Load - 10 users 1-7,text,true,,791,117,7,7,http://localhost:4173/,2,0,0
1784135817759,2,Web - GET CSS bundle,200,OK,Load - 10 users 1-6,text,true,,5891,142,7,7,http://localhost:4173/assets/index-DgVZD9jl.css,2,0,0
1784135817832,4,Web - GET JS bundle,200,OK,Load - 10 users 1-9,text,true,,578126,141,7,7,http://localhost:4173/assets/index-4REPhchB.js,3,0,0
1784135817759,78,API - GET Courses,200,OK,Load - 10 users 1-3,text,true,,6743,366,7,7,http://localhost:5050/api/v1/courses?page=1&limit=20,78,0,0
1784135817982,3,Web - GET index.html,200,OK,Load - 10 users 1-5,text,true,,791,117,7,7,http://localhost:4173/,3,0,0
1784135817958,74,API - GET Courses,200,OK,Load - 10 users 1-8,text,true,,6743,366,7,7,http://localhost:5050/api/v1/courses?page=1&limit=20,74,0,0
1784135818108,3,Web - GET CSS bundle,200,OK,Load - 10 users 1-4,text,true,,5891,142,7,7,http://localhost:4173/assets/index-DgVZD9jl.css,3,0,0
1784135818137,4,Web - GET JS bundle,200,OK,Load - 10 users 1-7,text,true,,578126,141,7,7,http://localhost:4173/assets/index-4REPhchB.js,2,0,0
1784135818267,74,API - GET Courses,200,OK,Load - 10 users 1-6,text,true,,6743,366,7,7,http://localhost:5050/api/v1/courses?page=1&limit=20,74,0,0
1784135818339,2,Web - GET index.html,200,OK,Load - 10 users 1-3,text,true,,791,117,7,7,http://localhost:4173/,2,0,0
1784135818341,2,Web - GET CSS bundle,200,OK,Load - 10 users 1-9,text,true,,5891,142,7,7,http://localhost:4173/assets/index-DgVZD9jl.css,2,0,0
1784135818490,4,Web - GET JS bundle,200,OK,Load - 10 users 1-5,text,true,,578126,141,7,7,http://localhost:4173/assets/index-4REPhchB.js,3,0,0
1784135818537,2,Web - GET index.html,200,OK,Load - 10 users 1-8,text,true,,791,117,7,7,http://localhost:4173/,2,0,0
1784135818646,3,Web - GET CSS bundle,200,OK,Load - 10 users 1-7,text,true,,5891,142,7,7,http://localhost:4173/assets/index-DgVZD9jl.css,3,0,0
1784135818616,79,API - GET Courses,200,OK,Load - 10 users 1-4,text,true,,6743,366,7,7,http://localhost:5050/api/v1/courses?page=1&limit=20,79,0,0
1784135818846,4,Web - GET index.html,200,OK,Load - 10 users 1-6,text,true,,791,117,7,7,http://localhost:4173/,4,0,0
1784135818847,4,Web - GET JS bundle,200,OK,Load - 10 users 1-3,text,true,,578126,141,7,7,http://localhost:4173/assets/index-4REPhchB.js,3,0,0
1784135818846,73,API - GET Courses,200,OK,Load - 10 users 1-9,text,true,,6743,366,7,7,http://localhost:5050/api/v1/courses?page=1&limit=20,73,0,0
1784135818997,4,Web - GET CSS bundle,200,OK,Load - 10 users 1-5,text,true,,5891,142,7,7,http://localhost:4173/assets/index-DgVZD9jl.css,3,0,0
1784135819044,5,Web - GET JS bundle,200,OK,Load - 10 users 1-8,text,true,,578126,141,7,7,http://localhost:4173/assets/index-4REPhchB.js,4,0,0
1784135819200,3,Web - GET index.html,200,OK,Load - 10 users 1-4,text,true,,791,117,7,7,http://localhost:4173/,2,0,0
1784135819152,75,API - GET Courses,200,OK,Load - 10 users 1-7,text,true,,6743,366,7,7,http://localhost:5050/api/v1/courses?page=1&limit=20,75,0,0
1784135819355,2,Web - GET CSS bundle,200,OK,Load - 10 users 1-3,text,true,,5891,142,8,8,http://localhost:4173/assets/index-DgVZD9jl.css,2,0,0
1784135819355,4,Web - GET JS bundle,200,OK,Load - 10 users 1-6,text,true,,578126,141,7,7,http://localhost:4173/assets/index-4REPhchB.js,2,0,0
1784135819425,2,Web - GET index.html,200,OK,Load - 10 users 1-9,text,true,,791,117,7,7,http://localhost:4173/,2,0,0
1784135819555,3,Web - GET CSS bundle,200,OK,Load - 10 users 1-8,text,true,,5891,142,7,7,http://localhost:4173/assets/index-DgVZD9jl.css,3,0,0
1784135819506,77,API - GET Courses,200,OK,Load - 10 users 1-5,text,true,,6743,366,7,7,http://localhost:5050/api/v1/courses?page=1&limit=20,77,0,0
1784135819708,4,Web - GET JS bundle,200,OK,Load - 10 users 1-4,text,true,,578126,141,7,7,http://localhost:4173/assets/index-4REPhchB.js,3,0,0
1784135819733,2,Web - GET index.html,200,OK,Load - 10 users 1-7,text,true,,791,117,7,7,http://localhost:4173/,2,0,0
1784135819749,78,API - GET Courses,200,OK,Load - 10 users 1-10,text,true,,6743,366,7,7,http://localhost:5050/api/v1/courses?page=1&limit=20,78,0,1
1784135819864,3,Web - GET CSS bundle,200,OK,Load - 10 users 1-6,text,true,,5891,142,7,7,http://localhost:4173/assets/index-DgVZD9jl.css,3,0,0
1784135819933,3,Web - GET JS bundle,200,OK,Load - 10 users 1-9,text,true,,578126,141,7,7,http://localhost:4173/assets/index-4REPhchB.js,2,0,0
1784135820088,3,Web - GET index.html,200,OK,Load - 10 users 1-5,text,true,,791,117,7,7,http://localhost:4173/,3,0,0
1784135820060,78,API - GET Courses,200,OK,Load - 10 users 1-8,text,true,,6743,366,7,7,http://localhost:5050/api/v1/courses?page=1&limit=20,78,0,0
1784135820217,2,Web - GET CSS bundle,200,OK,Load - 10 users 1-4,text,true,,5891,142,7,7,http://localhost:4173/assets/index-DgVZD9jl.css,2,0,0
1784135820240,3,Web - GET JS bundle,200,OK,Load - 10 users 1-7,text,true,,578126,141,7,7,http://localhost:4173/assets/index-4REPhchB.js,2,0,0
1784135820333,3,Web - GET index.html,200,OK,Load - 10 users 1-10,text,true,,791,117,7,7,http://localhost:4173/,3,0,1
1784135820442,3,Web - GET CSS bundle,200,OK,Load - 10 users 1-9,text,true,,5891,142,7,7,http://localhost:4173/assets/index-DgVZD9jl.css,3,0,0
1784135820373,73,API - GET Courses,200,OK,Load - 10 users 1-6,text,true,,6743,366,7,7,http://localhost:5050/api/v1/courses?page=1&limit=20,73,0,0
1784135820598,4,Web - GET JS bundle,200,OK,Load - 10 users 1-5,text,true,,578126,141,7,7,http://localhost:4173/assets/index-4REPhchB.js,3,0,0
1784135820644,3,Web - GET index.html,200,OK,Load - 10 users 1-8,text,true,,791,117,7,7,http://localhost:4173/,3,0,0
1784135820749,3,Web - GET CSS bundle,200,OK,Load - 10 users 1-7,text,true,,5891,142,7,7,http://localhost:4173/assets/index-DgVZD9jl.css,3,0,0
1784135820725,73,API - GET Courses,200,OK,Load - 10 users 1-4,text,true,,6743,366,7,7,http://localhost:5050/api/v1/courses?page=1&limit=20,73,0,0
1784135820842,5,Web - GET JS bundle,200,OK,Load - 10 users 1-10,text,true,,578126,141,7,7,http://localhost:4173/assets/index-4REPhchB.js,3,0,0
1784135820951,5,Web - GET index.html,200,OK,Load - 10 users 1-6,text,true,,791,117,7,7,http://localhost:4173/,5,0,0
1784135820951,75,API - GET Courses,200,OK,Load - 10 users 1-9,text,true,,6743,366,7,7,http://localhost:5050/api/v1/courses?page=1&limit=20,75,0,0
1784135821108,3,Web - GET CSS bundle,200,OK,Load - 10 users 1-5,text,true,,5891,142,7,7,http://localhost:4173/assets/index-DgVZD9jl.css,3,0,0
1784135821153,4,Web - GET JS bundle,200,OK,Load - 10 users 1-8,text,true,,578126,141,7,7,http://localhost:4173/assets/index-4REPhchB.js,2,0,0
1784135821303,2,Web - GET index.html,200,OK,Load - 10 users 1-4,text,true,,791,117,7,7,http://localhost:4173/,2,0,0
1784135821255,80,API - GET Courses,200,OK,Load - 10 users 1-7,text,true,,6743,366,7,7,http://localhost:5050/api/v1/courses?page=1&limit=20,79,0,0
1784135821352,2,Web - GET CSS bundle,200,OK,Load - 10 users 1-10,text,true,,5891,142,7,7,http://localhost:4173/assets/index-DgVZD9jl.css,2,0,0
1784135821462,4,Web - GET JS bundle,200,OK,Load - 10 users 1-6,text,true,,578126,141,7,7,http://localhost:4173/assets/index-4REPhchB.js,3,0,0
1784135821527,2,Web - GET index.html,200,OK,Load - 10 users 1-9,text,true,,791,117,7,7,http://localhost:4173/,2,0,0
1784135821662,3,Web - GET CSS bundle,200,OK,Load - 10 users 1-8,text,true,,5891,142,7,7,http://localhost:4173/assets/index-DgVZD9jl.css,3,0,0
1784135821616,79,API - GET Courses,200,OK,Load - 10 users 1-5,text,true,,6743,366,7,7,http://localhost:5050/api/v1/courses?page=1&limit=20,79,0,0
1784135821807,4,Web - GET JS bundle,200,OK,Load - 10 users 1-4,text,true,,578126,141,7,7,http://localhost:4173/assets/index-4REPhchB.js,3,0,0
1784135821840,2,Web - GET index.html,200,OK,Load - 10 users 1-7,text,true,,791,117,7,7,http://localhost:4173/,2,0,0
1784135821860,72,API - GET Courses,200,OK,Load - 10 users 1-10,text,true,,6743,366,7,7,http://localhost:5050/api/v1/courses?page=1&limit=20,72,0,0
1784135821971,3,Web - GET CSS bundle,200,OK,Load - 10 users 1-6,text,true,,5891,142,7,7,http://localhost:4173/assets/index-DgVZD9jl.css,3,0,0
1784135822035,4,Web - GET JS bundle,200,OK,Load - 10 users 1-9,text,true,,578126,141,7,7,http://localhost:4173/assets/index-4REPhchB.js,3,0,0
1784135822199,3,Web - GET index.html,200,OK,Load - 10 users 1-5,text,true,,791,117,7,7,http://localhost:4173/,3,0,0
1784135822168,73,API - GET Courses,200,OK,Load - 10 users 1-8,text,true,,6743,366,7,7,http://localhost:5050/api/v1/courses?page=1&limit=20,73,0,0
1784135822317,2,Web - GET CSS bundle,200,OK,Load - 10 users 1-4,text,true,,5891,142,7,7,http://localhost:4173/assets/index-DgVZD9jl.css,2,0,0
1784135822346,4,Web - GET JS bundle,200,OK,Load - 10 users 1-7,text,true,,578126,141,6,6,http://localhost:4173/assets/index-4REPhchB.js,2,0,0
1784135822438,3,Web - GET index.html,200,OK,Load - 10 users 1-10,text,true,,791,117,6,6,http://localhost:4173/,3,0,0
1784135822542,2,Web - GET CSS bundle,200,OK,Load - 10 users 1-9,text,true,,5891,142,6,6,http://localhost:4173/assets/index-DgVZD9jl.css,2,0,0
1784135822480,73,API - GET Courses,200,OK,Load - 10 users 1-6,text,true,,6743,366,6,6,http://localhost:5050/api/v1/courses?page=1&limit=20,73,0,0
1784135822707,4,Web - GET JS bundle,200,OK,Load - 10 users 1-5,text,true,,578126,141,6,6,http://localhost:4173/assets/index-4REPhchB.js,3,0,0
1784135822743,2,Web - GET index.html,200,OK,Load - 10 users 1-8,text,true,,791,117,6,6,http://localhost:4173/,2,0,0
1784135822855,3,Web - GET CSS bundle,200,OK,Load - 10 users 1-7,text,true,,5891,142,6,6,http://localhost:4173/assets/index-DgVZD9jl.css,3,0,0
1784135822946,4,Web - GET JS bundle,200,OK,Load - 10 users 1-10,text,true,,578126,141,6,6,http://localhost:4173/assets/index-4REPhchB.js,2,0,0
1784135823058,3,Web - GET index.html,200,OK,Load - 10 users 1-6,text,true,,791,117,6,6,http://localhost:4173/,3,0,0
1784135823046,76,API - GET Courses,200,OK,Load - 10 users 1-9,text,true,,6743,366,6,6,http://localhost:5050/api/v1/courses?page=1&limit=20,76,0,0
1784135823212,3,Web - GET CSS bundle,200,OK,Load - 10 users 1-5,text,true,,5891,142,6,6,http://localhost:4173/assets/index-DgVZD9jl.css,3,0,0
1784135823250,4,Web - GET JS bundle,200,OK,Load - 10 users 1-8,text,true,,578126,141,6,6,http://localhost:4173/assets/index-4REPhchB.js,3,0,0
1784135823363,72,API - GET Courses,200,OK,Load - 10 users 1-7,text,true,,6743,366,6,6,http://localhost:5050/api/v1/courses?page=1&limit=20,72,0,0
1784135823455,2,Web - GET CSS bundle,200,OK,Load - 10 users 1-10,text,true,,5891,142,6,6,http://localhost:4173/assets/index-DgVZD9jl.css,2,0,0
1784135823564,5,Web - GET JS bundle,200,OK,Load - 10 users 1-6,text,true,,578126,141,6,6,http://localhost:4173/assets/index-4REPhchB.js,3,0,0
1784135823628,2,Web - GET index.html,200,OK,Load - 10 users 1-9,text,true,,791,117,6,6,http://localhost:4173/,2,0,0
1784135823760,2,Web - GET CSS bundle,200,OK,Load - 10 users 1-8,text,true,,5891,142,6,6,http://localhost:4173/assets/index-DgVZD9jl.css,2,0,0
1784135823721,72,API - GET Courses,200,OK,Load - 10 users 1-5,text,true,,6743,366,6,6,http://localhost:5050/api/v1/courses?page=1&limit=20,72,0,0
1784135823941,3,Web - GET index.html,200,OK,Load - 10 users 1-7,text,true,,791,117,6,6,http://localhost:4173/,3,0,0
1784135823962,75,API - GET Courses,200,OK,Load - 10 users 1-10,text,true,,6743,366,6,6,http://localhost:5050/api/v1/courses?page=1&limit=20,75,0,0
1784135824074,3,Web - GET CSS bundle,200,OK,Load - 10 users 1-6,text,true,,5891,142,6,6,http://localhost:4173/assets/index-DgVZD9jl.css,3,0,0
1784135824135,5,Web - GET JS bundle,200,OK,Load - 10 users 1-9,text,true,,578126,141,6,6,http://localhost:4173/assets/index-4REPhchB.js,3,0,0
1784135824299,3,Web - GET index.html,200,OK,Load - 10 users 1-5,text,true,,791,117,6,6,http://localhost:4173/,2,0,0
1784135824268,74,API - GET Courses,200,OK,Load - 10 users 1-8,text,true,,6743,366,6,6,http://localhost:5050/api/v1/courses?page=1&limit=20,73,0,0
